truck_id,truck_licence_number,truck_details
24572,103372,Dolore iusto id dolor eligendi delectus vitae exercitationem.2
34572,103373,Dolore iusto id dolor eligendi delectus vitae exercitationem.3
44572,103374,Dolore iusto id dolor eligendi delectus vitae exercitationem.4
4573,9746,Similique unde tempore voluptas facere recusandae sequi.
14573,97461,Similique unde tempore voluptas facere recusandae sequi.1
24573,97462,Similique unde tempore voluptas facere recusandae sequi.2
34573,97463,Similique unde tempore voluptas facere recusandae sequi.3
44573,97464,Similique unde tempore voluptas facere recusandae sequi.4
4574,2989,Sit est quasi et ex et qui.
14574,29891,Sit est quasi et ex et qui.1
24574,29892,Sit est quasi et ex et qui.2
34574,29893,Sit est quasi et ex et qui.3
44574,29894,Sit est quasi et ex et qui.4
4575,6538,Voluptas suscipit temporibus quod sunt corrupti adipisci nostrum.
14575,65381,Voluptas suscipit temporibus quod sunt corrupti adipisci nostrum.1
24575,65382,Voluptas suscipit temporibus quod sunt corrupti adipisci nostrum.2
34575,65383,Voluptas suscipit temporibus quod sunt corrupti adipisci nostrum.3
44575,65384,Voluptas suscipit temporibus quod sunt corrupti adipisci nostrum.4
4576,11235,Dolores et aut sequi commodi aspernatur repudiandae nostrum architecto.
14576,112351,Dolores et aut sequi commodi aspernatur repudiandae nostrum architecto.1
24576,112352,Dolores et aut sequi commodi aspernatur repudiandae nostrum architecto.2
34576,112353,Dolores et aut sequi commodi aspernatur repudiandae nostrum architecto.3
44576,112354,Dolores et aut sequi commodi aspernatur repudiandae nostrum architecto.4
4577,2557,Nihil velit nesciunt nostrum quas porro ratione est.
14577,25571,Nihil velit nesciunt nostrum quas porro ratione est.1
24577,25572,Nihil velit nesciunt nostrum quas porro ratione est.2
34577,25573,Nihil velit nesciunt nostrum quas porro ratione est.3
44577,25574,Nihil velit nesciunt nostrum quas porro ratione est.4
4578,14674,Accusantium possimus aut rem soluta.
14578,146741,Accusantium possimus aut rem soluta.1
24578,146742,Accusantium possimus aut rem soluta.2
34578,146743,Accusantium possimus aut rem soluta.3
44578,146744,Accusantium possimus aut rem soluta.4
4579,1302,Quas eos doloribus ab perspiciatis alias quasi.
14579,13021,Quas eos doloribus ab perspiciatis alias quasi.1
24579,13022,Quas eos doloribus ab perspiciatis alias quasi.2
34579,13023,Quas eos doloribus ab perspiciatis alias quasi.3
44579,13024,Quas eos doloribus ab perspiciatis alias quasi.4
4580,14366,Voluptatem animi voluptas dicta accusamus sunt.
14580,143661,Voluptatem animi voluptas dicta accusamus sunt.1
24580,143662,Voluptatem animi voluptas dicta accusamus sunt.2
34580,143663,Voluptatem animi voluptas dicta accusamus sunt.3
44580,143664,Voluptatem animi voluptas dicta accusamus sunt.4
4581,18327,Atque necessitatibus libero deserunt harum magnam.
14581,183271,Atque necessitatibus libero deserunt harum magnam.1
24581,183272,Atque necessitatibus libero deserunt harum magnam.2
34581,183273,Atque necessitatibus libero deserunt harum magnam.3
44581,183274,Atque necessitatibus libero deserunt harum magnam.4
4582,2404,Nam nihil id rerum aut magnam praesentium.
14582,24041,Nam nihil id rerum aut magnam praesentium.1
24582,24042,Nam nihil id rerum aut magnam praesentium.2
34582,24043,Nam nihil id rerum aut magnam praesentium.3
44582,24044,Nam nihil id rerum aut magnam praesentium.4
4583,12856,Sint ab tenetur sapiente vel omnis.
14583,128561,Sint ab tenetur sapiente vel omnis.1
24583,128562,Sint ab tenetur sapiente vel omnis.2
34583,128563,Sint ab tenetur sapiente vel omnis.3
44583,128564,Sint ab tenetur sapiente vel omnis.4
4584,26568,Iusto id nam et.
14584,265681,Iusto id nam et.1
24584,265682,Iusto id nam et.2
34584,265683,Iusto id nam et.3
44584,265684,Iusto id nam et.4
4585,14797,Vitae ea ducimus itaque porro vel hic eveniet rerum.
14585,147971,Vitae ea ducimus itaque porro vel hic eveniet rerum.1
24585,147972,Vitae ea ducimus itaque porro vel hic eveniet rerum.2
34585,147973,Vitae ea ducimus itaque porro vel hic eveniet rerum.3
44585,147974,Vitae ea ducimus itaque porro vel hic eveniet rerum.4
4586,14167,Cumque officiis voluptas est ipsum eius omnis.
14586,141671,Cumque officiis voluptas est ipsum eius omnis.1
24586,141672,Cumque officiis voluptas est ipsum eius omnis.2
34586,141673,Cumque officiis voluptas est ipsum eius omnis.3
44586,141674,Cumque officiis voluptas est ipsum eius omnis.4
4587,21519,Fugit accusamus omnis tempora unde voluptate.
14587,215191,Fugit accusamus omnis tempora unde voluptate.1
24587,215192,Fugit accusamus omnis tempora unde voluptate.2
34587,215193,Fugit accusamus omnis tempora unde voluptate.3
44587,215194,Fugit accusamus omnis tempora unde voluptate.4
4588,25981,Quos repellat pariatur quasi expedita nihil voluptatem.
14588,259811,Quos repellat pariatur quasi expedita nihil voluptatem.1
24588,259812,Quos repellat pariatur quasi expedita nihil voluptatem.2
34588,259813,Quos repellat pariatur quasi expedita nihil voluptatem.3
44588,259814,Quos repellat pariatur quasi expedita nihil voluptatem.4
4589,9543,Consectetur nobis adipisci eum tempora placeat reiciendis voluptatem.
14589,95431,Consectetur nobis adipisci eum tempora placeat reiciendis voluptatem.1
24589,95432,Consectetur nobis adipisci eum tempora placeat reiciendis voluptatem.2
34589,95433,Consectetur nobis adipisci eum tempora placeat reiciendis voluptatem.3
44589,95434,Consectetur nobis adipisci eum tempora placeat reiciendis voluptatem.4
4590,11201,Assumenda quia omnis dolores distinctio consequuntur.
14590,112011,Assumenda quia omnis dolores distinctio consequuntur.1
24590,112012,Assumenda quia omnis dolores distinctio consequuntur.2
34590,112013,Assumenda quia omnis dolores distinctio consequuntur.3
44590,112014,Assumenda quia omnis dolores distinctio consequuntur.4
4591,15904,Distinctio cumque repudiandae consequuntur delectus perspiciatis velit.
14591,159041,Distinctio cumque repudiandae consequuntur delectus perspiciatis velit.1
24591,159042,Distinctio cumque repudiandae consequuntur delectus perspiciatis velit.2
34591,159043,Distinctio cumque repudiandae consequuntur delectus perspiciatis velit.3
44591,159044,Distinctio cumque repudiandae consequuntur delectus perspiciatis velit.4
4592,29274,Unde error reiciendis sit repellat.
14592,292741,Unde error reiciendis sit repellat.1
24592,292742,Unde error reiciendis sit repellat.2
34592,292743,Unde error reiciendis sit repellat.3
44592,292744,Unde error reiciendis sit repellat.4
4593,23094,Culpa quaerat consequatur et voluptas adipisci excepturi.
14593,230941,Culpa quaerat consequatur et voluptas adipisci excepturi.1
24593,230942,Culpa quaerat consequatur et voluptas adipisci excepturi.2
34593,230943,Culpa quaerat consequatur et voluptas adipisci excepturi.3
44593,230944,Culpa quaerat consequatur et voluptas adipisci excepturi.4
4594,24796,Perferendis ex dolor facere consequatur provident natus quaerat.
14594,247961,Perferendis ex dolor facere consequatur provident natus quaerat.1
24594,247962,Perferendis ex dolor facere consequatur provident natus quaerat.2
34594,247963,Perferendis ex dolor facere consequatur provident natus quaerat.3
44594,247964,Perferendis ex dolor facere consequatur provident natus quaerat.4
4595,9648,Sed corrupti eligendi qui doloremque molestiae sed quas est.
14595,96481,Sed corrupti eligendi qui doloremque molestiae sed quas est.1
24595,96482,Sed corrupti eligendi qui doloremque molestiae sed quas est.2
34595,96483,Sed corrupti eligendi qui doloremque molestiae sed quas est.3
44595,96484,Sed corrupti eligendi qui doloremque molestiae sed quas est.4
4596,22376,Repellendus sint itaque accusantium ut expedita.
14596,223761,Repellendus sint itaque accusantium ut expedita.1
24596,223762,Repellendus sint itaque accusantium ut expedita.2
34596,223763,Repellendus sint itaque accusantium ut expedita.3
44596,223764,Repellendus sint itaque accusantium ut expedita.4
4597,9912,Molestiae sed molestias consequuntur.
14597,99121,Molestiae sed molestias consequuntur.1
24597,99122,Molestiae sed molestias consequuntur.2
34597,99123,Molestiae sed molestias consequuntur.3
44597,99124,Molestiae sed molestias consequuntur.4
4598,1662,Qui optio eveniet eos eveniet id ut neque.
14598,16621,Qui optio eveniet eos eveniet id ut neque.1
24598,16622,Qui optio eveniet eos eveniet id ut neque.2
34598,16623,Qui optio eveniet eos eveniet id ut neque.3
44598,16624,Qui optio eveniet eos eveniet id ut neque.4
4599,28678,Magnam est sed harum modi aut odio.
14599,286781,Magnam est sed harum modi aut odio.1
24599,286782,Magnam est sed harum modi aut odio.2
34599,286783,Magnam est sed harum modi aut odio.3
44599,286784,Magnam est sed harum modi aut odio.4
4600,6247,Minima aperiam reiciendis sint similique voluptate.
14600,62471,Minima aperiam reiciendis sint similique voluptate.1
24600,62472,Minima aperiam reiciendis sint similique voluptate.2
34600,62473,Minima aperiam reiciendis sint similique voluptate.3
44600,62474,Minima aperiam reiciendis sint similique voluptate.4
4601,10339,Enim qui qui perferendis tenetur.
14601,103391,Enim qui qui perferendis tenetur.1
24601,103392,Enim qui qui perferendis tenetur.2
34601,103393,Enim qui qui perferendis tenetur.3
44601,103394,Enim qui qui perferendis tenetur.4
4602,19834,Assumenda dolorum omnis vero tenetur.
14602,198341,Assumenda dolorum omnis vero tenetur.1
24602,198342,Assumenda dolorum omnis vero tenetur.2
34602,198343,Assumenda dolorum omnis vero tenetur.3
44602,198344,Assumenda dolorum omnis vero tenetur.4
4603,2640,Itaque et quis omnis velit.
14603,26401,Itaque et quis omnis velit.1
24603,26402,Itaque et quis omnis velit.2
34603,26403,Itaque et quis omnis velit.3
44603,26404,Itaque et quis omnis velit.4
4604,11988,Qui qui vitae aut velit inventore consequatur qui veritatis.
14604,119881,Qui qui vitae aut velit inventore consequatur qui veritatis.1
24604,119882,Qui qui vitae aut velit inventore consequatur qui veritatis.2
34604,119883,Qui qui vitae aut velit inventore consequatur qui veritatis.3
44604,119884,Qui qui vitae aut velit inventore consequatur qui veritatis.4
4605,25767,Totam mollitia impedit quo expedita veritatis.
14605,257671,Totam mollitia impedit quo expedita veritatis.1
24605,257672,Totam mollitia impedit quo expedita veritatis.2
34605,257673,Totam mollitia impedit quo expedita veritatis.3
44605,257674,Totam mollitia impedit quo expedita veritatis.4
4606,21384,Qui amet optio voluptatem qui ex recusandae numquam natus.
14606,213841,Qui amet optio voluptatem qui ex recusandae numquam natus.1
24606,213842,Qui amet optio voluptatem qui ex recusandae numquam natus.2
34606,213843,Qui amet optio voluptatem qui ex recusandae numquam natus.3
44606,213844,Qui amet optio voluptatem qui ex recusandae numquam natus.4
4607,7791,A nesciunt sit est odit officiis ipsa voluptatem.
14607,77911,A nesciunt sit est odit officiis ipsa voluptatem.1
24607,77912,A nesciunt sit est odit officiis ipsa voluptatem.2
34607,77913,A nesciunt sit est odit officiis ipsa voluptatem.3
44607,77914,A nesciunt sit est odit officiis ipsa voluptatem.4
4608,11802,Est ut omnis perspiciatis aut porro et.
14608,118021,Est ut omnis perspiciatis aut porro et.1
24608,118022,Est ut omnis perspiciatis aut porro et.2
34608,118023,Est ut omnis perspiciatis aut porro et.3
44608,118024,Est ut omnis perspiciatis aut porro et.4
4609,52,Et voluptatem mollitia labore minus enim enim aperiam.
14609,521,Et voluptatem mollitia labore minus enim enim aperiam.1
24609,522,Et voluptatem mollitia labore minus enim enim aperiam.2
34609,523,Et voluptatem mollitia labore minus enim enim aperiam.3
44609,524,Et voluptatem mollitia labore minus enim enim aperiam.4
4610,2384,Quos soluta dolores saepe id distinctio.
14610,23841,Quos soluta dolores saepe id distinctio.1
24610,23842,Quos soluta dolores saepe id distinctio.2
34610,23843,Quos soluta dolores saepe id distinctio.3
44610,23844,Quos soluta dolores saepe id distinctio.4
4611,15092,Atque dolor repudiandae consequatur veniam natus ratione.
14611,150921,Atque dolor repudiandae consequatur veniam natus ratione.1
24611,150922,Atque dolor repudiandae consequatur veniam natus ratione.2
34611,150923,Atque dolor repudiandae consequatur veniam natus ratione.3
44611,150924,Atque dolor repudiandae consequatur veniam natus ratione.4
4612,15394,Soluta ullam dignissimos qui.
14612,153941,Soluta ullam dignissimos qui.1
24612,153942,Soluta ullam dignissimos qui.2
34612,153943,Soluta ullam dignissimos qui.3
44612,153944,Soluta ullam dignissimos qui.4
4613,29181,Mollitia deleniti qui nihil voluptatibus.
14613,291811,Mollitia deleniti qui nihil voluptatibus.1
24613,291812,Mollitia deleniti qui nihil voluptatibus.2
34613,291813,Mollitia deleniti qui nihil voluptatibus.3
44613,291814,Mollitia deleniti qui nihil voluptatibus.4
4614,14429,Quis nesciunt et placeat placeat sapiente veritatis.
14614,144291,Quis nesciunt et placeat placeat sapiente veritatis.1
24614,144292,Quis nesciunt et placeat placeat sapiente veritatis.2
34614,144293,Quis nesciunt et placeat placeat sapiente veritatis.3
44614,144294,Quis nesciunt et placeat placeat sapiente veritatis.4
4615,7449,Autem accusamus perferendis repudiandae dolor quod sapiente.
14615,74491,Autem accusamus perferendis repudiandae dolor quod sapiente.1
24615,74492,Autem accusamus perferendis repudiandae dolor quod sapiente.2
34615,74493,Autem accusamus perferendis repudiandae dolor quod sapiente.3
44615,74494,Autem accusamus perferendis repudiandae dolor quod sapiente.4
4616,29023,Et ducimus eligendi fugit error qui error.
14616,290231,Et ducimus eligendi fugit error qui error.1
24616,290232,Et ducimus eligendi fugit error qui error.2
34616,290233,Et ducimus eligendi fugit error qui error.3
44616,290234,Et ducimus eligendi fugit error qui error.4
4617,7621,Quae aut ut nihil occaecati ipsam et.
14617,76211,Quae aut ut nihil occaecati ipsam et.1
24617,76212,Quae aut ut nihil occaecati ipsam et.2
34617,76213,Quae aut ut nihil occaecati ipsam et.3
44617,76214,Quae aut ut nihil occaecati ipsam et.4
4618,10352,Eos dolorem nihil inventore eligendi culpa molestiae odio velit.
14618,103521,Eos dolorem nihil inventore eligendi culpa molestiae odio velit.1
24618,103522,Eos dolorem nihil inventore eligendi culpa molestiae odio velit.2
34618,103523,Eos dolorem nihil inventore eligendi culpa molestiae odio velit.3
44618,103524,Eos dolorem nihil inventore eligendi culpa molestiae odio velit.4
4619,4301,Fugit qui qui illo.
14619,43011,Fugit qui qui illo.1
24619,43012,Fugit qui qui illo.2
34619,43013,Fugit qui qui illo.3
44619,43014,Fugit qui qui illo.4
4620,15968,Molestiae perferendis ex omnis explicabo corrupti et impedit nemo.
14620,159681,Molestiae perferendis ex omnis explicabo corrupti et impedit nemo.1
24620,159682,Molestiae perferendis ex omnis explicabo corrupti et impedit nemo.2
34620,159683,Molestiae perferendis ex omnis explicabo corrupti et impedit nemo.3
44620,159684,Molestiae perferendis ex omnis explicabo corrupti et impedit nemo.4
4621,28083,Dicta laboriosam laborum inventore dolores.
14621,280831,Dicta laboriosam laborum inventore dolores.1
24621,280832,Dicta laboriosam laborum inventore dolores.2
34621,280833,Dicta laboriosam laborum inventore dolores.3
44621,280834,Dicta laboriosam laborum inventore dolores.4
4622,2950,Inventore quam dolorum quos eos voluptates.
14622,29501,Inventore quam dolorum quos eos voluptates.1
24622,29502,Inventore quam dolorum quos eos voluptates.2
34622,29503,Inventore quam dolorum quos eos voluptates.3
44622,29504,Inventore quam dolorum quos eos voluptates.4
