"Campus","Year","TotalEnrollment_AY","FTE_AY",
"6482","2002","6905134","486",
"6483","1995","611","540",
"6484","2020","90066462","705",
"6485","2012","0","119",
"6486","1982","13","798",
"6487","2023","65","781",
"6488","2009","4021210","126",
"6489","2018","21285527","572",
"6490","2016","573","609",
"6491","1980","809","479",
"6492","1996","1754672","332",
"6493","1978","339169","564",
"6494","1970","802","889",
"6495","2018","1874865","755",
"6496","1978","4","651",
"6497","2009","9950","751",
"6498","1982","0","449",
"6499","1989","0","910",
"6500","1984","19676411","313",
"6501","1978","0","255",
"6502","1976","319","931",
"6503","1986","83187851","70",
"6504","2014","26392864","0",
"6505","1988","2","506",
"6506","2019","11019","255",
"6507","2018","4","64",
"6508","2004","5349754","990",
"6509","1986","6565","246",
"6510","1995","277","97",
"6511","1975","143370","505",
"6512","1981","14857956","806",
"6513","2007","74211228","529",
"6514","2017","5","426",
"6515","1990","426773","41",
"6516","1986","79870153","166",
"6517","2018","25422964","400",
"6518","1997","18","178",
"6519","2002","55322","654",
"6520","1985","540531","236",
"6521","2013","37899","969",
"6522","2006","21445","294",
"6523","1974","331383","562",
"6524","2007","44","260",
"6525","2015","3","676",
"6526","1995","54","583",
"6527","2004","177234254","11",
"6528","1985","398","350",
"6529","1998","4","150",
"6530","2020","0","632",
"6531","1990","2842","361",
"6532","2015","0","221",
"6533","1986","80","64",
"6534","2014","0","401",
"6535","1975","2197937","515",
"6536","1993","6","674",
"6537","2006","5613","595",
"6538","2025","310529","544",
"6539","2020","0","421",
"6540","2022","6","708",
"6541","1985","119065720","388",
"6542","2018","35","524",
"6543","2018","18779316","627",
"6544","2021","0","301",
"6545","2024","725112","535",
"6546","1981","178244","685",
"6547","2011","33077184","223",
"6548","2017","0","134",
"6549","2009","3420","519",
"6550","1971","284911","826",
"6551","1997","1","571",
"6552","1992","93","978",
"6553","1986","0","618",
"6554","1993","3121288","683",
"6555","1988","4474423","616",
"6556","1980","6493739","276",
"6557","1970","43713","771",
"6558","1996","29971524","132",
"6559","2003","125923984","471",
"6560","2001","381357137","329",
"6561","2002","575","304",
"6562","2011","88818","423",
"6563","2023","22","767",
"6564","1994","3455","645",
"6565","2006","37005534","25",
"6566","1997","750","838",
"6567","2025","0","785",
"6568","2002","20327944","893",
"6569","1998","34","705",
"6570","1984","2911","914",
"6571","1992","8506","753",
"6572","1993","3","16",
"6573","2006","2456414","76",
"6574","2018","0","380",
"6575","2021","477571","941",
"6576","2020","538","348",
"6577","2019","1","590",
"6578","2006","7459","67",
"6579","1992","773407","154",
"6580","2025","7","285",
"6581","1973","6961662","570",
"6582","1981","189685778","176",
"6583","2011","371","947",
"6584","2024","2816","785",
"6585","1991","406","785",
"6586","2008","3703","583",
"6587","2005","4","982",
"6588","1992","3","537",
"6589","2000","68686","993",
"6590","2009","343966937","356",
"6591","2022","1667545","268",
"6592","2007","501530178","394",
"6593","1984","1","322",
"6594","2019","59817838","545",
"6595","1986","627","597",
"6596","2013","552","995",
"6597","1997","0","695",
"6598","1986","102","969",
"6599","1971","23537","319",
"6600","2003","1727403","790",
"6601","2014","5751408","942",
"6602","1990","3","564",
"6603","1993","523542","296",
"6604","2005","76","916",
"6605","1978","54722184","49",
"6606","1987","38","998",
"6607","2001","207","187",
"6608","2021","40","880",
"6609","1974","59","77",
"6610","2020","0","68",
"6611","1977","585348","828",
"6612","1992","3090365","244",
"6613","2013","158","325",
"6614","1996","0","83",
"6615","2021","116198265","199",
"6616","1988","0","983",
"6617","1999","12","291",
"6618","1975","19691","35",
"6619","2021","4","191",
"6620","1971","133099589","141",
"6621","1974","6224022","215",
"6622","1988","44434","575",
"6623","2013","1005996","446",
"6624","2025","58573117","167",
"6625","2022","112533451","895",
"6626","2004","140338388","559",
"6627","1970","0","645",
"6628","1971","3923","740",
"6629","1986","3691083","857",
"6630","1990","2715","289",
"6631","2013","63","335",
"6632","1978","378432","28",
"6633","1976","274","219",
"6634","1978","29809","809",
"6635","2000","656","9",
"6636","1978","14178","466",
"6637","1991","50069416","173",
"6638","2023","45920","576",
"6639","1987","0","935",
"6640","1970","34787","124",
"6641","2007","53","609",
"6642","1973","8202592","587",
"6643","2017","1590","140",
"6644","2004","10","446",
"6645","1990","33","195",
"6646","1981","138","580",
"6647","1996","4279367","413",
"6648","2023","0","957",
"6649","2025","1701571","66",
"6650","2016","213316","213",
"6651","2021","3428720","993",
"6652","2001","68","724",
"6653","1988","400","464",
"6654","1987","818606","131",
"6655","2011","27","989",
"6656","2014","2","562",
"6657","2018","103657958","752",
"6658","2008","27063663","919",
"6659","2020","4","150",
"6660","2011","4472311","95",
"6661","1995","4","786",
"6662","2019","3856252","875",
"6663","1975","4645","392",
"6664","1995","8631280","256",
"6665","1993","5976","927",
"6666","2007","193864979","44",
"6667","2003","24860","808",
"6668","2018","789","26",
"6669","2024","6737","343",
"6670","1989","5659","915",
"6671","1974","475","452",
"6672","1995","401433245","752",
"6673","2014","48712","122",
"6674","1983","1831491","663",
"6675","1979","871742","436",
"6676","1991","5","380",
"6677","2005","1857566","231",
"6678","2006","269","578",
"6679","1989","2535","597",
"6680","1973","121603","595",
"6681","2003","117","141",
"6682","2017","1420","592",
"6683","2011","10","308",
"6684","2005","0","943",
"6685","1988","204869","766",
"6686","2003","18","103",
"6687","1990","3230708","968",
"6688","1994","988","726",
"6689","1993","254931854","471",
"6690","1974","13496","734",
"6691","2009","335603","675",
"6692","2004","5","545",
"6693","2018","1710","497",
"6694","2006","351","727",
"6695","2012","54","97",
"6696","1999","2461353","517",
"6697","1996","5620","81",
"6698","1972","0","517",
"6699","2002","499796","898",
"6700","1997","10271195","802",
"6701","2016","2197","951",
"6702","1980","12","70",
"6703","1978","11305","161",
"6704","1976","505651282","338",
"6705","2004","14931","551",
"6706","2019","711663767","213",
"6707","2005","42171901","316",
"6708","2001","953762","554",
"6709","2011","0","511",
"6710","2017","6845","6",
"6711","2003","340","713",
"6712","2000","5990","605",
"6713","2002","4","810",
"6714","2020","5773198","537",
"6715","1987","56","923",
"6716","2000","5","133",
"6717","2014","145","226",
"6718","2009","0","783",
"6719","1971","700030740","152",
"6720","2005","3440708","63",
"6721","2013","26829902","427",
"6722","1974","5248757","388",
"6723","2011","581344792","484",
"6724","2017","69092","32",
"6725","2021","5137508","567",
"6726","2021","131276730","267",
"6727","1973","23275","590",
"6728","1991","1247838","935",
"6729","2001","0","426",
"6730","2009","5435197","74",
"6731","1976","143984600","650",
"6732","1978","53658164","319",
"6733","2001","0","547",
"6734","1997","4","808",
"6735","2010","6","245",
"6736","2025","0","327",
"6737","1991","4924","555",
"6738","2016","353","823",
"6739","1983","2617","30",
"6740","1977","683","40",
"6741","1999","28","900",
"6742","1978","619287479","579",
"6743","1999","39042","191",
"6744","2021","580","84",
"6745","2021","0","754",
"6746","2025","2200","673",
"6747","1992","219","899",
"6748","1994","1120255","644",
"6749","1987","11323302","310",
"6750","2001","2","430",
"6751","2021","0","867",
"6752","1976","4461","673",
"6753","2009","0","208",
"6754","2010","128","352",
"6755","1988","0","51",
"6756","2012","10681085","24",
"6757","2001","254052099","412",
"6758","1999","2","501",
"6759","1973","943","868",
"6760","1981","2418518","265",
"6761","2002","1354","462",
"6762","2000","2","307",
"6763","1998","0","331",
"6764","2005","0","976",
"6765","2006","9464","293",
"6766","2021","0","120",
"6767","1990","377","608",
"6768","2014","214","543",
"6769","2003","167155530","715",
"6770","1981","476","987",
"6771","1977","7","857",
"6772","2021","724","909",
"6773","1980","0","597",
"6774","2022","0","922",
"6775","1997","40232","381",
"6776","1987","56398","714",
"6777","1986","28365","347",
"6778","2023","3127","524",
"6779","1970","158303","142",
"6780","1996","0","588",
"6781","2002","6025","401",
"6782","2012","376663","941",
"6783","1976","110277981","901",
"6784","1987","87","618",
"6785","2000","534712","671",
"6786","2024","47084654","111",
"6787","1972","231387339","501",
"6788","1996","15227368","358",
"6789","1977","7021574","215",
"6790","2010","22555","951",
"6791","1974","8","883",
"6792","2010","52416","636",
"6793","1976","757","985",
"6794","1982","409","553",
"6795","1986","1","343",
"6796","2002","1","477",
"6797","2013","1557","570",
"6798","1989","11","950",
"6799","1971","30788714","622",
"6800","1978","62490","351",
"6801","2009","3","842",
"6802","2008","1","42",
"6803","2015","36811","787",
"6804","1974","101502977","921",
"6805","1998","1270021","526",
"6806","2018","74954207","699",
"6807","1975","5","590",
"6808","2006","114","941",
"6809","2006","45","516",
"6810","2013","23299122","779",
"6811","1992","796346","69",
"6812","1996","0","763",
"6813","2002","0","457",
"6814","2008","444824","388",
"6815","2003","7","347",
"6816","2019","0","54",
"6817","1997","6","929",
"6818","2024","2038","765",
"6819","2022","55","863",
"6820","2024","11848019","170",
"6821","2017","1142","667",
"6822","1984","174217040","920",
"6823","1982","25340788","378",
"6824","1985","0","54",
"6825","2020","67876796","249",
"6826","1999","97","440",
"6827","2023","266476","953",
"6828","2020","0","966",
"6829","1992","1","230",
"6830","2003","552822","811",
"6831","1974","239493","675",
"6832","2002","2790799","87",
"6833","1970","78163411","931",
"6834","2021","64942102","392",
"6835","1999","1039","520",
"6836","1985","1073329","109",
"6837","1975","300829","271",
"6838","1999","7528","332",
"6839","2010","1795997","443",
"6840","2023","0","268",
"6841","2012","3575076","86",
"6842","1970","3","957",
"6843","1998","9327697","379",
"6844","1996","827","585",
"6845","2008","35118","551",
"6846","2014","309","920",
"6847","1995","388419","296",
"6848","1991","67071","469",
"6849","1998","377","898",
"6850","2014","2477","487",
"6851","2001","0","10",
"6852","2024","1","645",
"6853","2015","369","506",
"6854","1996","457287","258",
"6855","1978","21","650",
"6856","1982","73956","908",
"6857","1989","297708","697",
"6858","2018","5","581",
"6859","2012","10488","768",
"6860","1996","6830482","227",
"6861","1988","1","977",
"6862","2006","50211","445",
"6863","1978","22270","765",
"6864","2023","21","368",
"6865","2003","0","841",
"6866","2019","3","63",
"6867","2010","870","750",
"6868","1979","96","10",
"6869","1971","26","915",
"6870","1992","2893688","807",
"6871","1980","33106","366",
"6872","1993","155","409",
"6873","1982","48","996",
"6874","2007","77923953","661",
"6875","2003","0","764",
"6876","1989","165244","84",
"6877","1976","3","829",
"6878","2020","500158","49",
"6879","1984","1367879","376",
"6880","2001","26","396",
"6881","1987","294","454",
"6882","1972","768482","682",
"6883","2005","378820","557",
"6884","1992","142627","823",
"6885","2025","0","50",
"6886","2001","0","374",
"6887","2012","0","488",
"6888","2007","16566255","657",
"6889","1999","68792489","173",
"6890","2014","496","181",
"6891","1970","12409","475",
"6892","1996","16067688","26",
"6893","1970","39","836",
"6894","2013","1","699",
"6895","2006","22","691",
"6896","2004","47289","554",
"6897","1988","1","768",
"6898","1983","0","400",
"6899","2010","91","202",
"6900","1998","300694346","352",
"6901","1972","419","581",
"6902","2006","0","394",
"6903","1983","4","2",
"6904","1980","29142","30",
"6905","2005","23015","487",
"6906","1981","3345","645",
"6907","1973","373579","319",
"6908","1971","20571","96",
"6909","2003","27549365","812",
"6910","2009","4036798","445",
"6911","1992","7653623","281",
"6912","1975","2","356",
"6913","1973","4","702",
"6914","2021","13848","607",
"6915","1974","7","841",
"6916","1972","250151","718",
"6917","2005","505503","258",
"6918","1983","3","216",
"6919","1998","18","90",
"6920","2005","282","367",
"6921","2025","531879095","126",
"6922","1973","19181829","972",
"6923","1994","785","470",
"6924","1981","51048","455",
"6925","2007","2","982",
"6926","1970","9445","835",
"6927","1977","52845617","833",
"6928","1996","0","505",
"6929","1987","0","462",
"6930","1978","15","40",
"6931","2003","57403","660",
"6932","2011","38","616",
"6933","1996","52652869","632",
"6934","2007","1363470","501",
"6935","1993","3","439",
"6936","1998","38","153",
"6937","2006","955","465",
"6938","2020","41641211","606",
"6939","2024","36246","955",
"6940","2000","40049392","398",
"6941","2006","0","531",
"6942","1996","780","553",
"6943","2006","1","15",
"6944","1982","38","595",
"6945","1987","9604785","13",
"6946","2024","430209281","478",
"6947","2008","16","137",
"6948","2008","30","972",
"6949","1973","18198","203",
"6950","1980","114","394",
"6951","2015","0","446",
"6952","1970","4312801","904",
"6953","1975","0","15",
"6954","1970","23718695","386",
"6955","2000","276867735","521",
"6956","2001","12","599",
"6957","1994","48","618",
"6958","2009","5","679",
"6959","1997","174","861",
"6960","1979","33","436",
"6961","1991","0","709",
"6962","2004","2675064","776",
"6963","2004","4","848",
"6964","2010","1","214",
"6965","2002","104","943",
"6966","1975","2015","747",
"6967","1997","82311","825",
"6968","1992","48578095","683",
"6969","1990","182467536","240",
"6970","2016","2244088","200",
"6971","2008","0","274",
"6972","2010","1","445",
"6973","2025","33311","384",
"6974","1992","768242","104",
"6975","2017","2700222","863",
"6976","2020","1","452",
"6977","1988","487","739",
"6978","1987","218","214",
"6979","1981","64685","974",
"6980","1975","29","799",
"6981","2005","156739","202",
"6982","2014","554202641","824",
"6983","1975","16681","912",
"6984","1976","2149","698",
"6985","1984","1648","15",
"6986","2025","391","307",
"6987","1980","138933116","494",
"6988","1993","59448","640",
"6989","1995","484493940","193",
"6990","1991","617","175",
