"Campus","Year","CampusFee",
"6337","1981","852418",
"6338","1974","82",
"6339","2015","50",
"6340","1987","934",
"6341","2023","17922",
"6342","2014","792",
"6343","1993","908",
"6344","2018","196072",
"6345","1980","9",
"6346","2004","0",
"6347","1986","809938",
"6348","1971","5239",
"6349","1971","29",
"6350","2015","0",
"6351","1997","38211842",
"6352","2013","90357",
"6353","2013","91926872",
"6354","1981","90",
"6355","1996","5",
"6356","1998","20279",
"6357","2004","950783806",
"6358","2009","18",
"6359","2003","86",
"6360","2013","666",
"6361","1978","53",
"6362","1981","267",
"6363","1993","6021109",
"6364","2024","71",
"6365","2014","202230",
"6366","2003","9873240",
"6367","1983","0",
"6368","1975","5008",
"6369","2024","0",
"6370","2014","703536",
"6371","1989","1",
"6372","2005","5142893",
"6373","1981","703737764",
"6374","1975","611241299",
"6375","2017","575220",
"6376","1998","44",
"6377","1985","43732",
"6378","1971","5",
"6379","2010","875070155",
"6380","2003","359873",
"6381","2014","0",
"6382","2009","79181",
"6383","2017","8",
"6384","2000","0",
"6385","2020","789511315",
"6386","1975","93133976",
"6387","1977","2001528",
"6388","2021","4",
"6389","1982","911551",
"6390","1981","0",
"6391","2014","33832",
"6392","1985","52726",
"6393","1981","3",
"6394","1975","703",
"6395","2001","8637",
"6396","2019","30022526",
"6397","2017","0",
"6398","1995","897296404",
"6399","1988","40",
"6400","1974","0",
"6401","2009","26503",
"6402","2011","648513",
"6403","1981","7",
"6404","1979","1027267",
"6405","2002","0",
"6406","2003","605",
"6407","2012","914",
"6408","2015","5178",
"6409","1980","769",
"6410","2000","46087",
"6411","1972","132",
"6412","2015","106",
"6413","2011","0",
"6414","1996","7373423",
"6415","2011","51519524",
"6416","2022","42811",
"6417","2016","2258109",
"6418","2007","0",
"6419","2017","31",
"6420","2007","3668",
"6421","2024","4793",
"6422","1976","570243",
"6423","1974","597201949",
"6424","1977","10729",
"6425","2001","795156477",
"6426","2015","858111",
"6427","2018","468950354",
"6428","1979","892227007",
"6429","2015","1151118",
"6430","1994","26",
"6431","1979","0",
"6432","2002","0",
"6433","1979","1874",
"6434","1986","0",
"6435","2021","98245683",
"6436","2024","0",
"6437","1978","12333",
"6438","1977","119355",
"6439","1998","176396095",
"6440","2016","76721061",
"6441","1994","0",
"6442","2001","823",
"6443","1984","69083",
"6444","2010","0",
"6445","2010","0",
"6446","1999","2",
"6447","2009","2",
"6448","1971","89",
"6449","1997","432282183",
"6450","2011","823179",
"6451","1971","84",
"6452","2022","4",
"6453","1979","51497",
"6454","2001","2820",
"6455","2019","161887580",
"6456","1991","0",
"6457","1978","253",
"6458","1991","108169",
"6459","2006","971",
"6460","2012","655990",
"6461","1989","344016",
"6462","2008","439762",
"6463","1979","3468290",
"6464","1978","220",
"6465","2021","0",
"6466","2014","99658639",
"6467","2000","906",
"6468","2025","5884",
"6469","2001","1119514",
"6470","1991","398",
"6471","1974","461",
"6472","2020","412",
"6473","1976","7",
"6474","2023","51175",
"6475","2013","220520874",
"6476","2000","335953118",
"6477","2019","23750",
"6478","2010","6851",
"6479","1986","15",
"6480","2011","81499374",
"6481","2013","950349382",
"6482","1992","95",
"6483","1993","35019",
"6484","1998","62973",
"6485","1992","35009051",
"6486","1980","52",
"6487","2000","9385655",
"6488","1987","9995",
"6489","1999","983",
"6490","1998","287595020",
"6491","1970","3",
"6492","2007","68797746",
"6493","2019","3684700",
"6494","1977","14653145",
"6495","1984","822431",
"6496","2025","0",
"6497","2015","955",
"6498","1984","629748",
"6499","1982","8",
"6500","2021","9",
"6501","1985","17935963",
"6502","2022","374",
"6503","1990","3290025",
"6504","2006","0",
"6505","2019","35969",
"6506","2007","208",
"6507","2017","31167720",
"6508","2007","3844",
"6509","1980","244421339",
"6510","2004","600",
"6511","2015","28",
"6512","2005","1375904",
"6513","2017","9",
"6514","1979","6246973",
"6515","1987","811866",
"6516","1974","130",
"6517","1989","800854",
"6518","1979","870251",
"6519","2006","9",
"6520","1979","0",
"6521","2019","96951",
"6522","2014","0",
"6523","1986","2277",
"6524","1999","0",
"6525","2023","10",
"6526","2018","0",
"6527","1993","644094",
"6528","2024","38458",
"6529","2011","3",
"6530","2020","683",
"6531","2011","95012604",
"6532","1975","47148975",
"6533","1997","780331049",
"6534","1985","491883",
"6535","1975","4343531",
"6536","1987","8107216",
"6537","1995","9459",
"6538","1997","67576160",
"6539","2001","298",
"6540","2010","349",
"6541","1982","734789",
"6542","1992","5",
"6543","1970","717521",
"6544","2006","407599",
"6545","2007","9705220",
"6546","1995","65573842",
"6547","2018","0",
"6548","1970","2",
"6549","1973","8076871",
"6550","1971","569",
"6551","2018","0",
"6552","1974","609882",
"6553","1992","3884061",
"6554","2011","562800643",
"6555","1977","1",
"6556","2025","1207146",
"6557","1994","1943",
"6558","1995","307",
"6559","2007","154391481",
"6560","1976","72706841",
"6561","2001","80264507",
"6562","1974","63781192",
"6563","1997","912",
"6564","1970","61",
"6565","2004","64455128",
"6566","2003","482",
"6567","2000","25658",
"6568","2005","4",
"6569","1974","69003860",
"6570","2023","3432830",
"6571","1994","36706923",
"6572","1972","0",
"6573","1989","16",
"6574","2022","81680118",
"6575","2017","3",
"6576","2010","73960",
"6577","2011","1",
"6578","2020","114679",
"6579","1974","5",
"6580","1978","206968674",
"6581","1990","0",
"6582","1980","364",
"6583","2007","565",
"6584","1996","727",
"6585","1976","84",
"6586","1995","206570202",
"6587","2009","8535605",
"6588","2009","305621286",
"6589","1978","3655256",
"6590","2004","749832248",
"6591","2019","1861258",
"6592","2016","47921",
"6593","1996","94200",
"6594","1970","1",
"6595","2010","30",
"6596","2025","39728863",
"6597","2025","9",
"6598","2014","8542664",
"6599","2013","99412",
"6600","1972","0",
"6601","2025","4513798",
"6602","2010","80604",
"6603","2000","8394",
"6604","1997","7403764",
"6605","2004","797845",
"6606","2015","2762",
"6607","2022","9959486",
"6608","2002","742",
"6609","2018","86933811",
"6610","2003","27920",
"6611","2023","378498042",
"6612","1972","9",
"6613","1980","280",
"6614","1995","3583",
"6615","2016","2588",
"6616","2013","7080945",
"6617","1997","448471",
"6618","2003","8967539",
"6619","1971","708",
"6620","2003","81440",
"6621","2017","546964677",
"6622","2013","9",
"6623","2016","165583894",
"6624","1980","0",
"6625","2002","928730",
"6626","2024","670737289",
"6627","1998","2930",
"6628","1971","524194",
"6629","1982","0",
"6630","2012","75325866",
"6631","2020","349535157",
"6632","2014","458",
"6633","2012","776",
"6634","2013","2847997",
"6635","1971","26",
"6636","1984","0",
"6637","1973","70173",
"6638","2008","16833294",
"6639","1978","82772743",
"6640","2018","53847",
"6641","1991","9",
"6642","2005","0",
"6643","2012","7139309",
"6644","2017","81",
"6645","1993","8216323",
"6646","1982","60",
"6647","2017","559348014",
"6648","2008","163",
"6649","2011","413",
"6650","1984","1992052",
"6651","2021","73416167",
"6652","1973","572",
"6653","1970","98706249",
"6654","1983","8",
"6655","2008","2106711",
"6656","2024","581990032",
"6657","1979","0",
"6658","2001","839203",
"6659","2003","178701490",
"6660","1984","9769",
"6661","1984","11859",
"6662","2010","92267",
"6663","2010","631",
"6664","2003","584388697",
"6665","1976","3217548",
"6666","2024","0",
"6667","1971","7924",
"6668","1986","833707",
"6669","2005","0",
"6670","2008","7609590",
"6671","2012","4802",
"6672","2024","21523868",
"6673","2019","725395763",
"6674","2006","9611519",
"6675","2011","632871",
"6676","1997","1",
"6677","2006","8725649",
"6678","2009","0",
"6679","1979","44",
"6680","1986","1114",
"6681","1979","241602",
"6682","2000","20385287",
"6683","1981","594",
"6684","1996","81",
"6685","2011","47002",
"6686","1978","3623868",
"6687","1970","6246",
"6688","2006","3137989",
"6689","1997","58650",
"6690","2017","9",
"6691","2014","38263",
"6692","1994","4401059",
"6693","2023","998772915",
"6694","1988","538594",
"6695","1994","185829827",
"6696","2024","932",
"6697","2020","140802540",
"6698","1975","0",
"6699","1972","173",
"6700","1981","86340107",
"6701","2025","0",
"6702","1983","5720331",
"6703","1980","48883542",
"6704","1993","3590427",
"6705","2005","6",
"6706","2024","92",
"6707","1978","396158",
"6708","1988","9652229",
"6709","2000","552740",
"6710","2019","1334",
"6711","1993","37",
"6712","1970","9315753",
"6713","1971","589",
"6714","2018","0",
"6715","1984","0",
"6716","2013","491894",
"6717","2017","144984",
"6718","2009","0",
"6719","1970","0",
"6720","2023","0",
"6721","2005","28",
"6722","1979","14",
"6723","2008","0",
"6724","2007","9",
"6725","2013","4827",
"6726","2009","566610",
"6727","2002","430642",
"6728","2005","191831",
"6729","1990","40817598",
"6730","1982","216452273",
"6731","2010","9990850",
"6732","2021","0",
"6733","2005","23276",
"6734","2020","906430",
"6735","1994","537110",
"6736","2004","780613",
"6737","1991","56662238",
"6738","1973","7",
"6739","2018","0",
"6740","1992","0",
"6741","2013","2",
"6742","1970","506",
"6743","1981","135",
"6744","1980","76247",
"6745","2018","75406278",
"6746","2024","77459",
"6747","2025","679",
"6748","1983","8245816",
"6749","2021","2127421",
"6750","2015","68",
"6751","1991","5798",
"6752","2022","877910912",
"6753","2004","172901704",
"6754","1979","28217",
"6755","2000","8486",
"6756","1991","86713577",
"6757","1997","49",
"6758","2021","4392686",
"6759","1977","95747",
"6760","1977","167",
"6761","2001","21046911",
"6762","1982","3",
"6763","1993","7",
"6764","2013","0",
"6765","2003","2633860",
"6766","2021","6",
"6767","1970","1343441",
"6768","1998","0",
"6769","1987","9928",
"6770","2021","406658550",
"6771","1989","77704",
"6772","1987","58",
"6773","2006","286230725",
"6774","1994","7346176",
"6775","2005","221782",
"6776","2011","6393823",
"6777","1996","37",
"6778","1974","92",
"6779","1995","4359",
"6780","2008","31",
"6781","1986","0",
"6782","1982","697969561",
"6783","1971","36010947",
"6784","2009","7449770",
"6785","1993","0",
"6786","2024","91155526",
"6787","1976","495",
"6788","1992","476",
"6789","2018","2",
"6790","1971","80",
"6791","2001","0",
"6792","2021","631271",
"6793","2019","99777",
"6794","2013","4",
"6795","2014","78289",
"6796","2013","725",
"6797","1997","8797564",
"6798","2018","0",
"6799","2004","0",
"6800","1970","32846182",
"6801","2009","0",
"6802","1977","11",
"6803","2007","22950759",
"6804","2020","8313331",
"6805","2006","55686412",
"6806","2012","0",
"6807","2021","809",
"6808","2021","0",
"6809","2009","466554",
"6810","1998","22997405",
"6811","1986","4349586",
"6812","1978","59525",
"6813","1974","0",
"6814","2018","129894656",
"6815","2004","32",
"6816","1995","7461583",
"6817","1985","31381",
"6818","2006","28",
"6819","2001","6265",
"6820","2024","785534",
"6821","2012","10",
"6822","2007","453912",
"6823","1983","5",
"6824","1987","7822725",
"6825","1978","189",
"6826","1970","7360",
"6827","1971","81",
"6828","2000","7789",
"6829","1977","544894",
"6830","2012","9940",
"6831","2020","94998354",
"6832","1974","0",
"6833","2005","97",
"6834","1973","7874818",
"6835","1992","86",
"6836","1973","0",
"6837","2017","0",
"6838","2025","692",
"6839","1976","493",
"6840","1997","611",
"6841","2021","87856628",
"6842","1971","8906",
"6843","1991","0",
"6844","2007","372",
"6845","2025","99860908",
"6846","1985","1",
"6847","2016","105672059",
"6848","2008","0",
"6849","2017","0",
"6850","2014","24489",
"6851","1973","9",
"6852","2001","54",
"6853","1997","2229651",
"6854","1970","9",
"6855","1976","7",
"6856","2011","540552",
"6857","2021","74020",
"6858","1990","710010920",
"6859","1976","0",
"6860","2021","0",
"6861","2014","2",
"6862","2025","2013",
"6863","2003","0",
"6864","1980","405",
"6865","1988","5617617",
"6866","2019","80027666",
"6867","1982","0",
"6868","1985","2",
"6869","2006","89301",
"6870","1997","6799893",
"6871","2002","43086866",
"6872","1996","77977444",
"6873","1980","5889",
"6874","1986","9865426",
"6875","2002","6",
"6876","2008","1369",
"6877","1998","97380976",
"6878","2011","2",
"6879","1997","35",
"6880","2001","0",
"6881","2013","5800342",
"6882","1990","42",
"6883","1990","577424",
"6884","1975","87538",
"6885","1981","1",
"6886","2010","292110",
"6887","2016","470",
"6888","2011","6490338",
"6889","1981","2",
"6890","1996","731953058",
"6891","1976","349",
"6892","2001","954",
"6893","2015","622625666",
"6894","1973","2",
"6895","2023","206680106",
"6896","1984","938388",
"6897","1994","32342",
"6898","1993","5",
"6899","1984","3970358",
"6900","1978","77991266",
"6901","2007","30195",
"6902","2012","0",
"6903","2018","342",
"6904","2023","1635279",
"6905","1997","156918",
"6906","2009","511123181",
"6907","2023","591322326",
"6908","1987","9887726",
"6909","1984","325",
"6910","2006","22829",
"6911","2012","99",
"6912","1970","296632521",
"6913","2025","4446",
"6914","2022","53",
"6915","1972","0",
"6916","1971","9009",
"6917","2006","90033104",
"6918","1983","411383",
"6919","2008","87692262",
"6920","1974","15",
"6921","1989","540",
"6922","1990","90366207",
"6923","1982","40926",
"6924","1970","0",
"6925","2005","29",
"6926","2002","1482912",
"6927","1977","7",
"6928","1977","331708162",
"6929","2016","92646",
"6930","2015","51258",
"6931","2024","4896912",
"6932","1984","440125",
"6933","2008","0",
"6934","2004","75188843",
"6935","2011","0",
"6936","2002","26809700",
"6937","2004","79",
"6938","2018","14040",
"6939","2001","0",
"6940","1996","80086",
"6941","1998","9194742",
"6942","1982","828606165",
"6943","2013","0",
"6944","1985","28",
"6945","1998","68",
"6946","1986","62",
"6947","2003","7499465",
"6948","2006","699",
"6949","2016","88852428",
"6950","2009","6",
"6951","1970","0",
"6952","2012","46463037",
"6953","2022","79",
"6954","1989","830599358",
"6955","2015","159861",
"6956","1972","168404",
"6957","1999","7",
"6958","2021","275153312",
"6959","1986","69690133",
"6960","1995","982720586",
"6961","1974","0",
"6962","2004","553",
"6963","2011","9798",
"6964","2023","0",
"6965","1992","7117",
"6966","2007","232121",
"6967","1988","0",
"6968","1992","244350",
"6969","2005","3",
"6970","1977","76230",
"6971","2021","284293252",
"6972","2024","47640835",
"6973","2017","2128",
"6974","2017","0",
"6975","2020","8815359",
"6976","2012","89",
"6977","1970","874",
"6978","1997","86",
"6979","2021","0",
"6980","1981","345",
"6981","2003","72546",
"6982","2007","29490827",
"6983","2016","311374",
"6984","2011","45313315",
"6985","2022","37",
"6986","1991","21809226",
"6987","2019","4",
"6988","1988","76374434",
"6989","2015","46",
"6990","2021","34015",
"6991","1980","2215808",
"6992","1998","503",
"6993","1991","1394",
"6994","1994","675552761",
"6995","2021","833075",
"6996","2008","59",
"6997","1998","76485",
"6998","2008","75822",
"6999","2008","6",
"7000","1978","1126",
"7001","1998","23446",
"7002","1981","3084",
"7003","1976","3693",
"7004","2009","124",
"7005","2004","29783688",
"7006","1982","29304",
"7007","2002","1121",
"7008","1988","6",
"7009","1995","38606",
"7010","1978","902780230",
"7011","1982","31",
"7012","2017","5956598",
"7013","1973","124799",
"7014","1973","85",
"7015","1972","394",
"7016","2007","131989",
"7017","2005","7902",
"7018","1976","22",
"7019","2001","3284558",
"7020","2016","6",
"7021","2000","0",
"7022","2001","92923488",
"7023","1985","5",
"7024","1980","6495",
"7025","1981","2849",
"7026","2013","530552068",
"7027","2018","235386484",
"7028","1974","0",
"7029","1974","78797",
"7030","1980","2466",
"7031","1991","839599",
"7032","2020","304042",
"7033","2010","78",
"7034","2012","8",
"7035","1997","5",
"7036","2024","7",
"7037","2007","0",
"7038","1992","0",
"7039","1974","6195573",
"7040","1976","32889695",
"7041","1997","439058197",
"7042","2000","19352358",
"7043","1999","4",
"7044","2013","0",
"7045","1977","304483819",
"7046","1992","3",
"7047","2020","2352",
"7048","2011","84",
