"Campus","Discipline","Year","Undergraduate","Graduate",
"6461","5907619","1974","3","9",
"6462","1523623","2022","2","8",
"6463","2570116","2010","9","8",
"6464","809630203","1984","9","7",
"6465","4","1972","8","9",
"6466","958499444","2000","9","8",
"6467","94420680","1979","3","3",
"6468","839","2020","3","7",
"6469","77659118","2001","7","3",
"6470","225042","1995","9","8",
"6471","0","2010","9","2",
"6472","235","2009","2","7",
"6473","75372","2023","7","1",
"6474","40860565","2013","9","1",
"6475","26204072","1972","5","8",
"6476","363","2019","5","5",
"6477","0","2002","1","6",
"6478","7","1978","8","2",
"6479","50","1972","6","2",
"6480","536054006","1972","4","9",
"6481","766791","2003","7","9",
"6482","3","1979","4","8",
"6483","9703811","2002","7","1",
"6484","118634466","2002","9","7",
"6485","451322","2024","1","5",
"6486","8590","2012","5","4",
"6487","0","2002","7","4",
"6488","313613633","1999","2","6",
"6489","5","1992","4","7",
"6490","72615","1990","3","5",
"6491","8489720","1974","1","5",
"6492","547","2005","4","7",
"6493","2","1972","7","1",
"6494","5415","1996","3","8",
"6495","3471626","2015","4","6",
"6496","128","1990","6","7",
"6497","378","2020","9","8",
"6498","0","2015","7","7",
"6499","3963","2018","2","2",
"6500","2","1979","3","4",
"6501","43","1997","1","3",
"6502","0","1973","2","3",
"6503","94","2013","7","6",
"6504","648","1988","1","5",
"6505","2913146","1988","6","2",
"6506","469","1995","3","6",
"6507","402","2014","6","2",
"6508","289966","1975","9","3",
"6509","17487628","1998","5","2",
"6510","488","2023","8","1",
"6511","38411139","2013","5","8",
"6512","0","1984","9","7",
"6513","21798","1976","7","8",
"6514","722067","1976","9","2",
"6515","436","2017","9","9",
"6516","6428901","1971","2","9",
"6517","8006756","2002","7","9",
"6518","6584","1978","1","3",
"6519","0","1983","8","7",
"6520","32","2024","8","6",
"6521","7","2022","6","6",
"6522","0","1977","3","8",
"6523","285557","2017","3","8",
"6524","3","2007","8","3",
"6525","232368","1975","7","5",
"6526","802","1970","8","2",
"6527","43768","2005","9","1",
"6528","91003","2024","4","6",
"6529","704948935","2005","9","3",
"6530","92096696","2010","2","1",
"6531","9963","1994","3","1",
"6532","826130","1990","6","1",
"6533","52815","2008","2","6",
"6534","1","1999","1","4",
"6535","9523","2016","3","1",
"6536","8858","1975","5","9",
"6537","90","1980","4","6",
"6538","0","1973","3","1",
"6539","44","1993","6","7",
"6540","84333827","1977","2","7",
"6541","930","1984","4","1",
"6542","95029605","1999","1","5",
"6543","6086129","1972","6","7",
"6544","97560","2017","1","9",
"6545","7785","2010","2","2",
"6546","96574","1989","6","1",
"6547","4784","1971","9","3",
"6548","71657201","2003","9","4",
"6549","735329","2017","6","5",
"6550","7","1993","2","5",
"6551","3","1998","8","9",
"6552","90","2010","8","2",
"6553","665711777","2025","7","5",
"6554","388344","2013","6","3",
"6555","725411210","2002","4","4",
"6556","726448","2013","9","2",
"6557","5728248","2010","5","9",
"6558","2547","2006","8","3",
"6559","11176","2007","1","3",
"6560","73","1972","7","6",
"6561","698691","1976","9","2",
"6562","722780258","2022","9","7",
"6563","11996509","1972","7","1",
"6564","983","2013","5","7",
"6565","21","1977","3","4",
"6566","4","1970","1","4",
"6567","4","1993","6","5",
"6568","0","1985","4","5",
"6569","75","2025","6","3",
"6570","14","2012","9","7",
"6571","34435","1990","7","9",
"6572","36266052","2012","7","1",
"6573","304500","2002","1","9",
"6574","0","1972","2","2",
"6575","50","1990","8","4",
"6576","18","2014","7","1",
"6577","36","2010","6","2",
"6578","649174032","1979","2","5",
"6579","0","1970","5","6",
"6580","31198219","1992","8","9",
"6581","594","2007","2","7",
"6582","86","2016","8","7",
"6583","647","2002","7","1",
"6584","2733196","2017","1","4",
"6585","77039825","1998","8","1",
"6586","6695482","1993","9","9",
"6587","64","2007","8","3",
"6588","0","2007","6","2",
"6589","62066819","1974","3","7",
"6590","6543216","2018","2","8",
"6591","9","1984","5","4",
"6592","7699","1995","8","6",
"6593","86","2008","6","1",
"6594","457219","1978","7","9",
"6595","517274","2016","3","6",
"6596","9446024","1998","8","4",
"6597","39125172","2012","9","3",
"6598","9","1989","2","6",
"6599","28","1989","6","8",
"6600","960","2003","3","3",
"6601","9576475","1984","7","2",
"6602","0","1991","4","6",
"6603","1623","2024","5","9",
"6604","83192137","1998","7","6",
"6605","10","1973","3","9",
"6606","57","1996","4","6",
"6607","85359","1980","9","4",
"6608","7780853","1985","2","6",
"6609","6","1974","6","5",
"6610","7","2025","8","7",
"6611","62027713","1980","6","8",
"6612","745296","2014","9","1",
"6613","0","1988","7","1",
"6614","193811423","2007","8","8",
"6615","6306","2014","9","4",
"6616","380622733","2022","1","3",
"6617","63","2012","9","1",
"6618","70","2025","3","6",
"6619","1615162","1999","7","8",
"6620","309608","1986","8","1",
"6621","64891255","2007","7","7",
"6622","909671528","1979","2","1",
"6623","87","1998","8","8",
"6624","92128832","1977","6","3",
"6625","0","1985","1","7",
"6626","23396","2009","1","2",
"6627","234578098","1976","8","7",
"6628","72129","1984","1","1",
"6629","87057","1988","6","1",
"6630","2","2010","3","9",
"6631","3036","1976","3","8",
"6632","62","2001","5","4",
"6633","8821","1986","9","5",
"6634","643","1976","2","8",
"6635","903685394","1988","8","3",
"6636","4297825","1997","9","2",
"6637","74848","1971","8","2",
"6638","0","1995","8","7",
"6639","3152556","2011","4","3",
"6640","831141088","1981","6","9",
"6641","41042","1980","6","7",
"6642","5","2007","6","8",
"6643","23042856","1990","5","5",
"6644","5083","1973","8","1",
"6645","427762","2000","8","2",
"6646","778863197","1970","4","5",
"6647","67732","2022","8","8",
"6648","23387","2004","2","2",
"6649","0","1981","7","7",
"6650","108496","1972","5","9",
"6651","4356","2020","2","2",
"6652","876","2017","7","4",
"6653","3861","2010","5","7",
"6654","51835980","2006","1","6",
"6655","566295","1974","2","3",
"6656","90417894","2005","7","1",
"6657","142941188","1970","4","9",
"6658","31030775","2025","3","8",
"6659","0","2025","5","3",
"6660","17","1971","8","1",
"6661","43","1993","6","4",
"6662","7","2009","8","2",
"6663","3456","2025","8","7",
"6664","560","2014","7","5",
"6665","64086194","2002","6","4",
"6666","5884050","1980","3","9",
"6667","474821","2005","6","8",
"6668","3","2001","7","1",
"6669","458360269","2001","5","1",
"6670","39782571","2005","1","1",
"6671","772912494","2017","7","8",
"6672","6184003","1984","9","2",
"6673","99204","2007","7","4",
"6674","505263","2000","8","3",
"6675","90899","1977","9","2",
"6676","812","1990","6","5",
"6677","1428000","2020","1","2",
"6678","0","2014","8","1",
"6679","194739773","2016","3","4",
"6680","8","2005","1","7",
"6681","682282558","1979","2","3",
"6682","31063","2021","4","4",
"6683","912469278","2006","9","2",
"6684","124138328","2024","3","5",
"6685","49321","2020","1","3",
"6686","0","2021","6","3",
"6687","93346008","1977","2","6",
"6688","6118400","2022","7","8",
"6689","110","2017","9","8",
"6690","283968","2005","8","6",
"6691","78777926","2005","9","1",
"6692","1347271","1999","2","4",
"6693","278461157","1995","3","1",
"6694","495","1971","9","7",
"6695","0","2010","1","7",
"6696","18","2002","7","1",
"6697","1","1983","6","5",
"6698","58980","2009","9","9",
"6699","297822","1970","4","4",
"6700","3359132","1998","1","2",
"6701","146915979","1976","1","8",
"6702","243959","2020","5","1",
"6703","426631","1990","3","3",
"6704","238","2008","8","3",
"6705","8","1975","7","3",
"6706","689761998","1987","8","5",
"6707","43421","1978","4","9",
"6708","9472108","1972","5","3",
"6709","6948","2020","7","2",
"6710","60364","1983","2","3",
"6711","918","2017","8","7",
"6712","48","2005","2","7",
"6713","82","2023","3","8",
"6714","2","2017","6","8",
"6715","48147","1979","7","7",
"6716","0","2011","6","6",
"6717","5","1971","1","8",
"6718","5006076","2020","2","4",
"6719","968","1974","5","7",
"6720","342","2019","6","3",
"6721","16370","2024","7","5",
"6722","4","2024","1","7",
"6723","1797","1970","8","8",
"6724","460541010","2013","3","3",
"6725","7158646","2007","8","1",
"6726","370","2023","3","8",
"6727","0","1973","9","8",
"6728","0","1971","4","5",
"6729","5","1982","9","9",
"6730","6403","1986","3","8",
"6731","274512055","1984","3","6",
"6732","0","2015","2","9",
"6733","4827","2020","1","7",
"6734","0","1976","5","5",
"6735","748425","1995","3","6",
"6736","0","1992","7","1",
"6737","2337","1979","9","5",
"6738","89953024","1972","2","7",
"6739","509591517","1992","1","1",
"6740","79534","1980","7","4",
"6741","846","2019","2","4",
"6742","31","2013","8","8",
"6743","0","1975","5","2",
"6744","99","2001","2","7",
"6745","329550","2017","2","6",
"6746","1479","1984","4","8",
"6747","471104386","1982","3","2",
"6748","0","1970","5","4",
"6749","2276","1996","8","7",
"6750","218556032","2016","5","9",
"6751","128791257","2009","3","8",
"6752","30787","1983","9","9",
"6753","2270890","1982","5","9",
"6754","711","1986","3","6",
"6755","21","2006","8","9",
"6756","0","1992","8","2",
"6757","84918","1976","8","2",
"6758","1485","1994","1","5",
"6759","0","2002","1","3",
"6760","299141","1996","8","8",
"6761","40","2004","2","2",
"6762","71","2013","4","6",
"6763","1918346","1978","6","8",
"6764","97271577","1973","8","6",
"6765","69954","1972","6","3",
"6766","4906","1979","1","6",
"6767","80877","2021","9","6",
"6768","1","1975","5","4",
"6769","0","1986","2","1",
"6770","68","1999","4","8",
"6771","218027780","2005","1","2",
"6772","4059376","2005","3","3",
"6773","826658575","1976","6","8",
"6774","967160371","2018","6","2",
"6775","96533014","1985","4","2",
"6776","2799729","1978","9","8",
"6777","738","2015","9","1",
"6778","14774045","1983","6","2",
"6779","38589","1992","2","9",
"6780","44039441","2022","5","6",
"6781","75","2000","2","5",
"6782","23","2011","4","7",
"6783","2417","2004","2","2",
"6784","686072080","2018","7","3",
"6785","8","1983","8","9",
"6786","12069798","1999","5","2",
"6787","154140439","2021","4","3",
"6788","0","1990","5","1",
"6789","0","2022","2","5",
"6790","5231","1988","5","6",
"6791","11685665","2021","6","1",
"6792","0","1996","3","8",
"6793","0","2022","9","5",
"6794","28890539","2025","2","8",
"6795","0","2000","4","9",
"6796","40377283","1970","5","9",
"6797","3","1993","5","7",
"6798","52","1988","6","8",
"6799","9","1992","3","2",
"6800","207","2009","5","4",
"6801","1995","1995","4","8",
"6802","7819811","2001","9","7",
"6803","454227","1993","3","7",
"6804","48556","1990","9","2",
"6805","685951","2018","4","4",
"6806","2","1985","3","9",
"6807","200514979","2011","9","5",
"6808","2753400","1995","3","9",
"6809","56558067","2006","2","2",
"6810","0","2009","8","8",
"6811","0","1992","3","8",
"6812","2637","1972","7","5",
"6813","38079123","1983","7","4",
"6814","4392","2009","1","1",
"6815","4473","1976","9","9",
"6816","685","2018","7","2",
"6817","1","1993","9","5",
"6818","9963320","2008","1","9",
"6819","34046623","1997","5","9",
"6820","622257","1975","5","6",
"6821","736107","2022","3","1",
"6822","0","2011","6","5",
"6823","2496","1989","6","3",
"6824","85937245","2005","2","1",
"6825","461","1984","7","9",
"6826","0","2017","5","9",
"6827","19340242","1975","3","5",
"6828","66331362","1990","5","9",
"6829","18","1978","4","1",
"6830","875139749","1998","8","6",
"6831","368","1996","4","9",
"6832","846673316","1988","2","4",
"6833","68936024","1985","5","1",
"6834","289440285","1985","1","4",
"6835","2194438","2022","6","2",
"6836","75568544","1976","9","8",
"6837","0","2008","4","3",
"6838","80610","2025","6","9",
"6839","12615523","1992","7","3",
"6840","467120433","2006","5","8",
"6841","69","2002","9","2",
"6842","2565","1982","5","5",
"6843","3","2022","7","4",
"6844","15474932","1976","2","1",
"6845","363","2022","3","6",
"6846","8138","1992","6","6",
"6847","1","1984","5","2",
"6848","97","1992","6","8",
"6849","43845973","1983","8","5",
"6850","4899617","1993","8","9",
"6851","2997","1984","5","4",
"6852","14","2015","9","3",
"6853","4592765","2017","1","9",
"6854","941","1980","1","3",
"6855","71148748","2014","8","5",
"6856","9","2023","8","9",
"6857","0","1973","4","7",
"6858","346","1978","8","9",
"6859","0","1990","2","1",
"6860","2","1993","7","6",
"6861","6315","2017","2","3",
"6862","91151075","1982","8","6",
"6863","4","2013","2","5",
"6864","689","1986","9","7",
"6865","897","1995","5","1",
"6866","473912579","2025","1","2",
"6867","244","1988","9","5",
"6868","735094","2011","7","4",
"6869","63486588","1978","3","1",
"6870","95","2007","8","7",
"6871","708","2001","6","5",
"6872","533","1975","3","2",
"6873","9","1982","2","9",
"6874","3981","2003","8","1",
"6875","5225963","2018","2","4",
"6876","5","2003","7","1",
"6877","8768","2001","7","1",
"6878","18270","1989","5","9",
"6879","445","1982","3","2",
"6880","538763675","2016","6","6",
"6881","2550628","1970","6","5",
"6882","0","2006","2","4",
"6883","59","2024","5","5",
"6884","92059660","1994","5","9",
"6885","0","1994","2","4",
"6886","1987","1982","7","6",
"6887","5539410","1981","1","4",
"6888","406731535","2021","5","1",
"6889","517","2012","9","3",
"6890","5","2025","2","4",
"6891","157","1978","1","1",
"6892","57557825","1973","3","5",
"6893","8061","1971","9","6",
"6894","64","2010","9","5",
"6895","0","1977","7","4",
"6896","9946017","1976","8","8",
"6897","0","1979","2","4",
"6898","3","2022","6","7",
"6899","3501","2016","3","6",
"6900","1519341","2024","6","3",
"6901","936717","2016","2","5",
"6902","4","1976","6","9",
"6903","5","2008","2","2",
"6904","839640762","1991","9","4",
"6905","20","1984","3","7",
"6906","3","1983","8","9",
"6907","9119","1984","8","2",
"6908","2446471","1984","6","2",
"6909","83756","2022","7","8",
"6910","222111","2001","6","6",
"6911","9","2007","9","6",
"6912","894","2022","3","5",
"6913","203","2007","2","6",
"6914","4664","1994","3","3",
"6915","7989","2019","5","4",
"6916","1651741","1973","9","7",
"6917","42","1977","4","1",
"6918","676","2017","1","7",
"6919","23","2006","9","9",
"6920","3495","1978","2","2",
"6921","83672930","1983","6","1",
"6922","286","1981","7","4",
"6923","76245186","1982","5","1",
"6924","24","1984","4","3",
"6925","6707","1990","3","9",
"6926","330537","1980","4","9",
"6927","27619268","1974","8","2",
"6928","8452224","1981","6","4",
"6929","7374","1995","8","7",
"6930","91716667","1972","1","9",
"6931","16675","2018","4","3",
"6932","94","2024","4","7",
"6933","23609","1997","7","7",
"6934","741","1990","2","8",
"6935","9865529","1981","2","9",
"6936","1218673","1982","9","5",
"6937","0","2005","1","4",
"6938","14344","1976","7","5",
"6939","274","2016","6","1",
"6940","276540","2007","3","2",
"6941","3086","1983","4","2",
"6942","3077869","2003","3","1",
"6943","4383","2010","3","2",
"6944","96","2018","2","6",
"6945","74400170","1990","8","3",
"6946","1","2012","7","2",
"6947","1788071","2008","2","3",
"6948","67471","1980","4","5",
"6949","2","1991","4","8",
"6950","830936","1992","5","6",
"6951","847","1985","7","8",
"6952","3569790","2023","4","5",
"6953","6987","2004","3","5",
"6954","1080","1971","4","1",
"6955","5541455","1985","3","7",
"6956","54665","1985","7","1",
"6957","2623","1976","7","6",
"6958","63289","2012","1","1",
"6959","872","1976","2","4",
"6960","73109","2010","8","6",
"6961","67","2024","2","1",
"6962","5425","1983","2","2",
"6963","88584332","1978","8","6",
"6964","10128831","1988","6","6",
"6965","547114174","1984","2","9",
"6966","5","1989","7","7",
"6967","24047532","1987","9","1",
"6968","549322","2024","3","7",
"6969","3489","1995","6","8",
"6970","15211","2001","3","7",
"6971","303743","1980","2","7",
"6972","0","2007","8","8",
"6973","835","1980","9","6",
"6974","256162292","2016","9","1",
"6975","0","2004","4","8",
"6976","50510726","1980","6","6",
"6977","9","1985","5","9",
"6978","17630069","1995","4","3",
"6979","9827","2012","4","2",
"6980","5250","1979","5","9",
"6981","2303753","1994","7","9",
"6982","13531587","2018","1","1",
"6983","111526534","1980","5","7",
"6984","91096","2004","4","1",
"6985","0","2019","5","1",
"6986","0","1990","8","1",
"6987","6771","2007","8","4",
"6988","4426586","1983","9","9",
"6989","0","2004","4","6",
"6990","25153046","2010","5","2",
"6991","1487293","1980","9","5",
"6992","67","2008","9","2",
"6993","229407","1972","8","8",
"6994","36468189","2020","1","9",
"6995","1485","1973","9","8",
